experiment_id,batch_id,experiment_name,method,dataset_size,num_queries,sample_size_requested,budget,seed,utility_metric,utility,cosine_proxy_utility_eval,jaccard_precision_utility_eval,runtime_seconds,peak_memory_mb,selected_ids,selected_original_ids,status,message,diagnostics_path,config_path,git_commit,git_dirty,python_version,hardware_notes
small_exact_comparison_20260609T115600Z_0001,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,6,6,6,3,0,cosine_proxy_utility,0.5977977757813949,0.5977977757813949,0.5,0.007869599998230115,0.1431560516357422,"1,4,5","11232,26445,35262",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0001_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0002,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,6,7,6,3,1,cosine_proxy_utility,0.6693773646097859,0.6693773646097859,0.5714285714285714,0.011170900019351393,0.1424407958984375,"0,1,2","1446,6075,19559",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0002_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0003,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,6,11,6,3,2,cosine_proxy_utility,0.8105113181533489,0.8105113181533489,0.7272727272727273,0.01310630000079982,0.1426239013671875,"1,2,4","10924,12436,33801",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0003_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0004,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,8,11,8,3,0,cosine_proxy_utility,0.6626138401965328,0.6626138401965328,0.5454545454545454,0.037141699984204024,0.17391204833984375,"0,3,5","708,11228,21154",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0004_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0005,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,8,9,8,3,1,cosine_proxy_utility,0.5925176013671152,0.5925176013671152,0.4444444444444444,0.030965199985075742,0.17411041259765625,"1,5,7","6075,34158,39558",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0005_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0006,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,8,11,8,3,2,cosine_proxy_utility,0.6683064728765548,0.6683064728765548,0.5454545454545454,0.03794370000832714,0.17395782470703125,"0,4,7","3927,17158,34772",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0006_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0007,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,10,13,10,3,0,cosine_proxy_utility,0.6053330362538828,0.6053330362538828,0.46153846153846156,0.09136959997704253,0.20545196533203125,"0,4,7","708,11228,26437",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0007_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0008,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,10,10,10,3,1,cosine_proxy_utility,0.5606816425282495,0.5606816425282495,0.4,0.07958960000541992,0.2051544189453125,"1,2,8","6075,10424,39498",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0008_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0009,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,10,11,10,3,2,cosine_proxy_utility,0.5320091673719335,0.5320091673719335,0.36363636363636365,0.10565839998889714,0.2053070068359375,"0,6,7","3927,18715,24846",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0009_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0010,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,12,16,12,3,0,cosine_proxy_utility,0.5176285587567506,0.5176285587567506,0.375,0.17254430000321008,0.23661041259765625,"0,4,8","708,11224,26966",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0010_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0011,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,12,11,12,3,1,cosine_proxy_utility,0.5106571739361506,0.5106571739361506,0.2727272727272727,0.13267029999406077,0.236785888671875,"5,8,11","19557,34148,39546",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0011_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
small_exact_comparison_20260609T115600Z_0012,small_exact_comparison_20260609T115600Z,small_exact_comparison,A,12,14,12,3,2,cosine_proxy_utility,0.5740968329209711,0.5740968329209711,0.39285714285714285,0.19092839999939315,0.236785888671875,"2,6,9","10918,18714,33761",success,,experiments\results\small_exact_comparison_20260609T115600Z\diagnostics\small_exact_comparison_20260609T115600Z_0012_a.json,experiments\configs\small.yaml,970c38d,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
