experiment_id,batch_id,experiment_name,method,dataset_size,num_queries,sample_size_requested,budget,seed,utility_metric,utility,cosine_proxy_utility_eval,jaccard_precision_utility_eval,runtime_seconds,peak_memory_mb,selected_ids,selected_original_ids,status,message,diagnostics_path,config_path,git_commit,git_dirty,python_version,hardware_notes
exact_infeasibility_local_0001,exact_infeasibility_local,exact_infeasibility,A,41620,443,41620,3,0,cosine_proxy_utility,0.0,,,0.0,0.0,,,skipped,exhaustive search skipped because photo count exceeds the configured limit,experiments\results\exact_infeasibility_local\diagnostics\exact_infeasibility_local_0001_a.json,experiments\configs\exact_infeasibility.yaml,78b4d79,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
exact_infeasibility_local_0002,exact_infeasibility_local,exact_infeasibility,C,41620,443,41620,3,0,cosine_proxy_utility,0.0,,,0.0,0.0,,,skipped,exact Shapley skipped because photo count exceeds the configured limit,experiments\results\exact_infeasibility_local\diagnostics\exact_infeasibility_local_0002_c.json,experiments\configs\exact_infeasibility.yaml,78b4d79,True,3.12.2,Windows-11-10.0.26200-SP0; cpu_count=16
